IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
145685-20092023,20-Sep-23,2023,12:48:00,12,Special Service,Special Service,Making Safe (not RTC),Road Vehicle,Car ,In street close to gazetteer location,W12 8PS,W12,34032417.0,21000724,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,ADDISON,ADDISON,523542.0,179821.0,523550,179850,51.50383462,-0.221382895,London,Hammersmith,245.0,Hammersmith,471.0,Kensington,2.0,2.0,2,60,388,2.0
196649-14122023,14-Dec-23,2023,23:03:20,23,False Alarm,AFA,,Non Residential,Underground car park,Correct incident location,NW6 5GS,NW6,202231405.0,20200579,E09000005,BRENT,Brent,E05013503,KILBURN,KILBURN,525389.0,183063.0,525350,183050,51.53256707,-0.19362686,London,Paddington,293.0,Paddington,333.0,Paddington,1.0,2.0,2,60,388,1.0
107154-17072023,17-Jul-23,2023,22:25:50,22,Special Service,Special Service,Lift Release,Other Residential,Student Hall of Residence ,Correct incident location,WC1H 0PW,WC1H,5142685.0,20400970,E09000007,CAMDEN,Camden,E05013653,BLOOMSBURY,BLOOMSBURY,529764.0,182363.0,529750,182350,51.52528507,-0.130846725,London,Euston,157.0,Soho,,,1.0,1.0,1,60,388,1.0
072181-23052023,23-May-23,2023,10:23:25,10,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,CR0,0.0,20501718,E09000008,CROYDON,Croydon,E05011470,NEW ADDINGTON NORTH,NEW ADDINGTON NORTH,,,537950,163550,,,London,Addington,135.0,Addington,147.0,Addington,2.0,3.0,3,60,388,1.0
157479-10102023,10-Oct-23,2023,07:34:47,7,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,SW9,0.0,21901316,E09000022,LAMBETH,Lambeth,E05014096,BRIXTON NORTH,BRIXTON NORTH,,,530950,175850,,,London,Brixton,169.0,Brixton,,,1.0,1.0,1,60,388,1.0
165925-24102023,24-Oct-23,2023,03:15:57,3,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,SW10,0.0,21700327,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009391,CHELSEA RIVERSIDE,CHELSEA RIVERSIDE,,,526250,176950,,,London,Chelsea,255.0,Fulham,283.0,Chelsea,2.0,2.0,2,60,388,1.0
001458-03012023,03-Jan-23,2023,20:12:54,20,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,NW8,0.0,8401165,E09000033,WESTMINSTER,Westminster,E05013805,REGENT'S PARK,REGENT'S PARK,,,527250,183350,,,London,Paddington,357.0,Paddington,,,1.0,1.0,1,60,364,1.0
003231-07012023,07-Jan-23,2023,18:12:08,18,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,W1C 2PS,W1C,10033598940.0,8400159,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,528232.0,181038.0,528250,181050,51.5137242,-0.1534108,London,Soho,251.0,Paddington,,,1.0,1.0,1,60,364,1.0
002362-05012023,05-Jan-23,2023,20:21:46,20,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE27,0.0,21901565,E09000022,LAMBETH,Lambeth,E05014106,KNIGHT'S HILL,KNIGHT'S HILL,,,532050,172050,,,London,West Norwood,146.0,West Norwood,359.0,Brixton,2.0,2.0,2,60,364,1.0
198358-17122023,17-Dec-23,2023,21:56:25,21,False Alarm,AFA,,Non Residential,Pub/wine bar/bar ,Within same building,SE1 2UP,SE1,200003357582.0,22502529,E09000028,SOUTHWARK,Southwark,E05011106,NORTH BERMONDSEY,NORTH BERMONDSEY,533574.0,179965.0,533550,179950,51.502845,-0.0768778,London,Dockhead,163.0,Dockhead,,,1.0,1.0,1,60,388,1.0
162607-18102023,18-Oct-23,2023,16:54:04,16,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,NW3,0.0,20400055,E09000007,CAMDEN,Camden,E05013657,FROGNAL,FROGNAL,,,526050,185650,,,London,West Hampstead,263.0,West Hampstead,356.0,Kentish Town,2.0,2.0,2,60,388,1.0
176042-10112023,10-Nov-23,2023,09:43:40,9,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SW1W,0.0,21700262,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009403,ROYAL HOSPITAL,ROYAL HOSPITAL,,,528150,178450,,,London,Chelsea,381.0,Chelsea,,,1.0,1.0,1,60,388,2.0
097395-01072023,01-Jul-23,2023,21:16:02,21,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,BR7 6AZ,BR7,100022901072.0,20302333,E09000006,BROMLEY,Bromley,E05013993,CHISLEHURST,CHISLEHURST,543941.0,171155.0,543950,171150,51.42114033,0.068809457,London,Sidcup,298.0,Eltham,340.0,Sidcup,2.0,2.0,2,129,834,2.0
136475-06092023,06-Sep-23,2023,12:52:12,12,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Within same building,,SM5,0.0,22605881,E09000029,SUTTON,Sutton,E05013769,THE WRYTHE,THE WRYTHE,,,527350,165550,,,London,Wallington,808.0,Norbury,,,1.0,1.0,1,60,388,1.0
075171-28052023,28-May-23,2023,13:13:25,13,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,N11,0.0,20016740,E09000003,BARNET,Barnet,E05013629,BRUNSWICK PARK,BRUNSWICK PARK,,,528750,192450,,,London,Southgate,242.0,Southgate,,,2.0,2.0,1,60,388,1.0
187284-29112023,29-Nov-23,2023,10:07:31,10,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,E1,0.0,22700130,E09000030,TOWER HAMLETS,Tower Hamlets,E05009336,WHITECHAPEL,WHITECHAPEL,,,534450,181250,,,London,Whitechapel,184.0,Whitechapel,294.0,Shadwell,2.0,2.0,2,60,388,2.0
201222-22122023,22-Dec-23,2023,20:55:56,20,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SE22,0.0,22500157,E09000028,SOUTHWARK,Southwark,E05011099,DULWICH HILL,DULWICH HILL,,,534350,174850,,,London,Peckham,385.0,New Cross,,,1.0,1.0,1,60,388,1.0
076597-30052023,30-May-23,2023,17:15:16,17,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W11,0.0,21700817,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009399,NOTTING DALE,NOTTING DALE,,,524050,180850,,,London,North Kensington,253.0,North Kensington,,,1.0,1.0,1,60,388,1.0
184695-24112023,24-Nov-23,2023,23:00:18,23,Fire,Secondary Fire,,Outdoor Structure,Common external bin storage area,On land associated with building,CR4 3AS,CR4,48033275.0,22103132,E09000024,MERTON,Merton,E05013813,CRICKET GREEN,CRICKET GREEN,527390.0,168724.0,527350,168750,51.40325303,-0.169966047,London,Mitcham,231.0,Mitcham,,,1.0,1.0,1,60,388,1.0
192223-07122023,07-Dec-23,2023,14:24:31,14,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SE1,0.0,22501642,E09000028,SOUTHWARK,Southwark,E05011098,CHAUCER,CHAUCER,,,532850,179450,,,London,Dockhead,256.0,Dockhead,,,1.0,1.0,1,60,388,1.0
203032-26122023,26-Dec-23,2023,04:53:44,4,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,EC4A,0.0,8100080,E09000001,CITY OF LONDON,City Of london,E05009305,FARRINGDON WITHOUT,FARRINGDON WITHOUT,,,531150,181350,,,London,Soho,361.0,Dowgate,390.0,Soho,2.0,2.0,2,60,388,1.0
118696-07082023,07-Aug-23,2023,01:40:52,1,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SE10,0.0,20801453,E09000011,GREENWICH,Greenwich,E05014080,GREENWICH CREEKSIDE,GREENWICH CREEKSIDE,,,537950,177450,,,London,Greenwich,549.0,Greenwich,,,1.0,1.0,1,60,388,1.0
097145-01072023,01-Jul-23,2023,12:50:52,12,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE1,0.0,21901482,E09000022,LAMBETH,Lambeth,E05014118,WATERLOO & SOUTH BANK,WATERLOO & SOUTH BANK,,,531050,179550,,,London,Lambeth,,,,,1.0,1.0,1,60,388,1.0
146265-21092023,21-Sep-23,2023,07:06:50,7,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,RM10,0.0,19900319,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014063,HEATH,HEATH,,,549350,186750,,,London,Dagenham,223.0,Dagenham,233.0,Dagenham,2.0,4.0,4,60,388,1.0
009405-20012023,20-Jan-23,2023,11:43:01,11,False Alarm,AFA,,Non Residential,College/University ,Within same building,WC1N 3AE,WC1N,5047476.0,20401114,E09000007,CAMDEN,Camden,E05013662,HOLBORN & COVENT GARDEN,HOLBORN & COVENT GARDEN,530451.0,181758.0,530450,181750,51.51969513,-0.121177384,London,Soho,334.0,Shoreditch,,,1.0,1.0,1,60,364,1.0
190488-04122023,04-Dec-23,2023,13:41:43,13,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE2,0.0,20802050,E09000011,GREENWICH,Greenwich,E05014072,ABBEY WOOD,ABBEY WOOD,,,546550,178350,,,London,Plumstead,239.0,Plumstead,128.0,Plumstead,1.0,3.0,3,60,388,1.0
091499-22062023,22-Jun-23,2023,22:19:48,22,Fire,Primary Fire,,Non Residential,Pub/wine bar/bar ,Correct incident location,N1 4HT,N1,10008227530.0,20900304,E09000012,HACKNEY,Hackney,E05009371,DE BEAUVOIR,DE BEAUVOIR,533126.0,184461.0,533150,184450,51.54335782,-0.081617102,London,Islington,274.0,Shoreditch,289.0,Islington,2.0,2.0,2,60,388,1.0
010662-22012023,22-Jan-23,2023,15:27:19,15,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,DA5,0.0,20101128,E09000004,BEXLEY,Bexley,E05011223,CROOK LOG,CROOK LOG,,,547950,174450,,,London,Bexley,416.0,Bexley,,,1.0,1.0,1,60,364,1.0
052617-16042023,16-Apr-23,2023,05:26:32,5,False Alarm,AFA,,Non Residential,Single shop ,Within same building,EN3 5JH,EN3,207142624.0,20702265,E09000010,ENFIELD,Enfield,E05013674,BRIMSDOWN,BRIMSDOWN,535205.0,197337.0,535250,197350,51.65857356,-0.046707606,London,Enfield,203.0,Enfield,,,1.0,1.0,1,60,388,1.0
149230-26092023,26-Sep-23,2023,13:48:06,13,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,E14,0.0,22700271,E09000030,TOWER HAMLETS,Tower Hamlets,E05009325,LANSBURY,LANSBURY,,,537750,181450,,,London,Poplar,180.0,Poplar,326.0,Millwall,2.0,2.0,2,60,388,1.0
021181-11022023,11-Feb-23,2023,17:52:19,17,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,NW2,0.0,20201157,E09000005,BRENT,Brent,E05013498,BRONDESBURY PARK,BRONDESBURY PARK,,,523950,184350,,,London,Willesden,247.0,Willesden,326.0,West Hampstead,2.0,2.0,2,60,364,1.0
066005-11052023,11-May-23,2023,19:08:06,19,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,SM1 4LE,SM1,5870048704.0,22605669,E09000029,SUTTON,Sutton,E05013765,SUTTON CENTRAL,SUTTON CENTRAL,525991.0,164034.0,525950,164050,51.36141218,-0.191722342,London,Sutton,227.0,Sutton,,,1.0,1.0,1,60,388,1.0
029849-01032023,01-Mar-23,2023,03:13:55,3,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE23,0.0,22004082,E09000023,LEWISHAM,Lewisham,E05013729,PERRY VALE,PERRY VALE,,,535850,172850,,,London,Forest Hill,250.0,Forest Hill,,,1.0,1.0,1,60,364,1.0
180364-17112023,17-Nov-23,2023,12:53:15,12,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E17,0.0,22883570,E09000031,WALTHAM FOREST,Waltham Forest,E05013899,ST. JAMES,ST. JAMES,,,535750,189550,,,London,Walthamstow,40.0,Hornsey,120.0,Walthamstow,4.0,5.0,5,78,504,2.0
074871-27052023,27-May-23,2023,21:33:28,21,False Alarm,AFA,,Non Residential,Theatre ,Within same building,SW1W 8AS,SW1W,217078033.0,21700496,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009403,ROYAL HOSPITAL,ROYAL HOSPITAL,528077.0,178681.0,528050,178650,51.49257718,-0.15649635,London,Chelsea,227.0,Chelsea,,,1.0,1.0,1,60,388,1.0
019420-08022023,08-Feb-23,2023,08:31:22,8,Special Service,Special Service,No action (not false alarm),Other Residential,Retirement/Old Persons Home,Correct incident location,W10 4QX,W10,100022752769.0,8401328,E09000033,WESTMINSTER,Westminster,E05013804,QUEEN'S PARK,QUEEN'S PARK,524211.0,182442.0,524250,182450,51.52724124,-0.210829496,London,North Kensington,206.0,North Kensington,,,1.0,1.0,1,60,364,1.0
026467-22022023,22-Feb-23,2023,10:21:35,10,Special Service,Special Service,Stand By,Outdoor,Road surface/pavement ,In street close to gazetteer location,SW11 7AY,SW11,10094188374.0,22906942,E09000032,WANDSWORTH,Wandsworth,E05014015,NINE ELMS,NINE ELMS,529912.0,177541.0,529950,177550,51.48192228,-0.130491732,London,Lambeth,252.0,Lambeth,266.0,Lambeth,1.0,2.0,2,86,522,1.0
201133-22122023,22-Dec-23,2023,17:51:37,17,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE13,0.0,22001020,E09000023,LEWISHAM,Lewisham,E05013727,LEWISHAM CENTRAL,LEWISHAM CENTRAL,,,537850,175950,,,London,Lewisham,261.0,Lewisham,288.0,Greenwich,5.0,5.0,5,85,550,1.0
053121-17042023,17-Apr-23,2023,09:20:09,9,Special Service,Use of Special Operations Room,,Non Residential,Police station ,Correct incident location,SE1 7LP,SE1,10059101776.0,21900830,E09000022,LAMBETH,Lambeth,E05014118,WATERLOO & SOUTH BANK,WATERLOO & SOUTH BANK,530760.0,178956.0,530750,178950,51.49443689,-0.117771675,London,Lambeth,,,,,,,1,60,388,1.0
011690-24012023,24-Jan-23,2023,11:49:42,11,False Alarm,AFA,,Non Residential,Medical/health centre,Correct incident location,E4 6UW,E4,200001436158.0,22838230,E09000031,WALTHAM FOREST,Waltham Forest,E05013894,LARKSWOOD,LARKSWOOD,538473.0,193097.0,538450,193050,51.6196699,-0.001172,London,Chingford,328.0,Woodford,,,1.0,1.0,1,60,364,1.0
065921-11052023,11-May-23,2023,16:21:04,16,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,UB4,0.0,21402234,E09000017,HILLINGDON,Hillingdon,E05013583,YEADING,YEADING,,,511250,182450,,,London,Southall,,,,,,,1,60,388,2.0
064772-09052023,09-May-23,2023,12:00:55,12,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,N1,0.0,21610125,E09000019,ISLINGTON,Islington,E05013711,ST. PETER'S & CANALSIDE,ST. PETER'S & CANALSIDE,,,532250,183550,,,London,Islington,235.0,Islington,461.0,Stoke Newington,3.0,3.0,3,60,388,1.0
110014-22072023,22-Jul-23,2023,16:57:32,16,False Alarm,AFA,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,W3,0.0,20601879,E09000009,EALING,Ealing,E05013527,NORTH ACTON,NORTH ACTON,,,519950,181650,,,London,Acton,298.0,Acton,431.0,Park Royal,2.0,2.0,2,60,388,1.0
001348-03012023,03-Jan-23,2023,15:24:23,15,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Within same building,,UB7,0.0,21400052,E09000017,HILLINGDON,Hillingdon,E05013584,YIEWSLEY,YIEWSLEY,,,506650,181350,,,London,Hillingdon,371.0,Hillingdon,,,1.0,1.0,1,60,364,1.0
055343-21042023,21-Apr-23,2023,18:38:34,18,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SW4,0.0,21900938,E09000022,LAMBETH,Lambeth,E05014111,STOCKWELL WEST & LARKHALL,STOCKWELL WEST & LARKHALL,,,530150,176250,,,London,Clapham,362.0,Clapham,380.0,Lambeth,2.0,2.0,2,60,388,1.0
189286-02122023,02-Dec-23,2023,14:24:21,14,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E3,0.0,22702453,E09000030,TOWER HAMLETS,Tower Hamlets,E05009322,BROMLEY SOUTH,BROMLEY SOUTH,,,538250,182450,,,London,Poplar,252.0,Poplar,403.0,Bethnal Green,5.0,5.0,5,82,530,1.0
128916-24082023,24-Aug-23,2023,19:53:15,19,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,On land associated with building,SE1 5JH,SE1,200003371864.0,22501843,E09000028,SOUTHWARK,Southwark,E05011109,OLD KENT ROAD,OLD KENT ROAD,533817.0,178205.0,533850,178250,51.48697929,-0.074034538,London,Old Kent Road,38.0,Old Kent Road,,,1.0,1.0,1,60,388,1.0
123326-15082023,15-Aug-23,2023,10:18:03,10,Fire,Secondary Fire,,Outdoor,Loose refuse ,On land associated with building,SW9 9DA,SW9,100021824805.0,21900345,E09000022,LAMBETH,Lambeth,E05014102,CLAPHAM TOWN,CLAPHAM TOWN,529980.0,175789.0,529950,175750,51.46615786,-0.130160742,London,Clapham,224.0,Clapham,,,1.0,1.0,1,60,388,1.0
125658-19082023,19-Aug-23,2023,09:34:15,9,False Alarm,AFA,,Non Residential,Club/night club ,Within same building,WC2H 9BA,WC2H,5083015.0,20401226,E09000007,CAMDEN,Camden,E05013662,HOLBORN & COVENT GARDEN,HOLBORN & COVENT GARDEN,530224.0,181165.0,530250,181150,51.5144103,-0.124673,London,Soho,207.0,Soho,,,1.0,1.0,1,60,388,1.0
187412-29112023,29-Nov-23,2023,14:38:51,14,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,TW10,0.0,22403351,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013777,"HAM, PETERSHAM & RICHMOND RIVERSIDE","HAM, PETERSHAM & RICHMOND RIVERSIDE",,,518250,174350,,,London,Richmond,480.0,Kingston,,,1.0,1.0,1,60,388,1.0
050623-12042023,12-Apr-23,2023,10:19:17,10,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE8,0.0,22007153,E09000023,LEWISHAM,Lewisham,E05013716,BROCKLEY,BROCKLEY,,,536950,176650,,,London,Greenwich,360.0,New Cross,419.0,Deptford,2.0,2.0,2,60,388,1.0
037734-16032023,16-Mar-23,2023,21:28:05,21,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SW19,0.0,22906238,E09000032,WANDSWORTH,Wandsworth,E05014029,WEST HILL,WEST HILL,,,523650,173450,,,London,Wandsworth,224.0,Wandsworth,424.0,Fulham,5.0,5.0,5,62,376,1.0
194959-12122023,12-Dec-23,2023,00:11:24,0,False Alarm,AFA,,Non Residential,Gym ,Correct incident location,WC1N 2AY,WC1N,5110111.0,20401005,E09000007,CAMDEN,Camden,E05013666,KING'S CROSS,KING'S CROSS,530637.0,182262.0,530650,182250,51.52417816,-0.118304595,London,Euston,230.0,Euston,,,1.0,1.0,1,60,388,1.0
052866-16042023,16-Apr-23,2023,18:43:58,18,Special Service,Special Service,Medical Incident,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,N18,0.0,20704366,E09000010,ENFIELD,Enfield,E05013694,UPPER EDMONTON,UPPER EDMONTON,,,534150,191850,,,London,Edmonton,356.0,Edmonton,,,1.0,1.0,1,60,388,2.0
058805-28042023,28-Apr-23,2023,16:59:58,16,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,TW4,0.0,21500083,E09000018,HOUNSLOW,Hounslow,E05013624,HOUNSLOW WEST,HOUNSLOW WEST,,,512150,176150,,,London,Feltham,333.0,Feltham,363.0,Feltham,1.0,2.0,2,69,446,2.0
116168-02082023,02-Aug-23,2023,15:26:39,15,False Alarm,AFA,,Non Residential,College/University ,Correct incident location,E12 6JB,E12,46101718.0,22200230,E09000025,NEWHAM,Newham,,,,542858.0,185133.0,542850,185150,51.5470142,0.0588878,London,East Ham,428.0,East Ham,,,1.0,1.0,1,60,388,1.0
202424-25122023,25-Dec-23,2023,05:33:06,5,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,NW9,0.0,20204189,E09000005,BRENT,Brent,E05013504,KINGSBURY,KINGSBURY,,,520550,189650,,,London,Stanmore,393.0,Hendon,,,1.0,1.0,1,60,388,1.0
043838-29032023,29-Mar-23,2023,18:51:36,18,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,HA8,0.0,21202321,E09000015,HARROW,Harrow,E05013545,EDGWARE,EDGWARE,,,518550,191050,,,London,Stanmore,314.0,Stanmore,444.0,Mill Hill,3.0,3.0,5,689,4180,2.0
202973-26122023,26-Dec-23,2023,01:24:01,1,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SE23,0.0,22004628,E09000023,LEWISHAM,Lewisham,E05013729,PERRY VALE,PERRY VALE,,,535550,172550,,,London,Forest Hill,225.0,Forest Hill,431.0,Lewisham,2.0,2.0,2,60,388,1.0
113853-29072023,29-Jul-23,2023,13:06:21,13,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E3,0.0,22702453,E09000030,TOWER HAMLETS,Tower Hamlets,E05009322,BROMLEY SOUTH,BROMLEY SOUTH,,,538250,182450,,,London,Poplar,,,,,1.0,1.0,1,60,388,1.0
127222-21082023,21-Aug-23,2023,22:44:48,22,Special Service,Special Service,Removal of objects from people,Non Residential,Hospital ,Correct incident location,SW10 9NH,SW10,217117866.0,21700218,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009405,STANLEY,STANLEY,526356.0,177717.0,526350,177750,51.484305,-0.181614,London,Chelsea,216.0,Chelsea,,,1.0,1.0,2,222,1436,1.0
019124-07022023,07-Feb-23,2023,16:38:55,16,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,E3,0.0,22700207,E09000030,TOWER HAMLETS,Tower Hamlets,E05009321,BROMLEY NORTH,BROMLEY NORTH,,,537750,182850,,,London,Poplar,340.0,Stratford,467.0,Whitechapel,5.0,5.0,5,168,1019,2.0
025453-20022023,20-Feb-23,2023,00:21:37,0,Special Service,Special Service,Hazardous Materials incident,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SE23,0.0,22001572,E09000023,LEWISHAM,Lewisham,E05013718,CROFTON PARK,CROFTON PARK,,,536050,174050,,,London,Forest Hill,265.0,Forest Hill,382.0,Lewisham,2.0,2.0,2,60,364,1.0
103797-12072023,12-Jul-23,2023,10:22:21,10,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,E4,0.0,22886700,E09000031,WALTHAM FOREST,Waltham Forest,E05013901,VALLEY,VALLEY,,,536450,192150,,,London,Chingford,419.0,Chingford,,,1.0,1.0,1,60,388,1.0
032897-07032023,07-Mar-23,2023,12:05:12,12,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W6,0.0,21000806,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,GROVE,GROVE,,,522950,179450,,,London,Hammersmith,294.0,North Kensington,327.0,Hammersmith,2.0,2.0,2,60,364,1.0
019320-08022023,08-Feb-23,2023,00:22:15,0,False Alarm,AFA,,Non Residential,Exhibition Centre ,Correct incident location,N22 7AY,N22,10003974918.0,21106542,E09000014,HARINGEY,Haringey,E05013585,ALEXANDRA PARK,ALEXANDRA PARK,529578.0,190054.0,529550,190050,51.59444233,-0.130696239,London,Hornsey,145.0,Hornsey,182.0,Hornsey,1.0,2.0,2,60,364,1.0
071423-21052023,21-May-23,2023,21:12:18,21,Fire,Secondary Fire,,Outdoor,Heathland ,Open land/water - nearest gazetteer location,SW18 3SW,SW18,10059100151.0,22900453,E09000032,WANDSWORTH,Wandsworth,E05014027,WANDSWORTH COMMON,WANDSWORTH COMMON,527340.0,173552.0,527350,173550,51.44665356,-0.16894266,London,Tooting,244.0,Tooting,,,1.0,1.0,1,60,388,1.0
142730-15092023,15-Sep-23,2023,17:28:19,17,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,CR8,0.0,20500187,E09000008,CROYDON,Croydon,E05011476,PURLEY & WOODCOTE,PURLEY & WOODCOTE,,,531550,161850,,,London,Purley,234.0,Purley,,,1.0,1.0,1,60,388,2.0
177562-12112023,12-Nov-23,2023,18:51:48,18,Special Service,Special Service,Advice Only,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,N5,0.0,21605118,E09000019,ISLINGTON,Islington,E05013709,MILDMAY,MILDMAY,,,532450,185450,,,London,Islington,305.0,Islington,,,1.0,1.0,1,60,388,1.0
145561-20092023,20-Sep-23,2023,11:05:17,11,False Alarm,AFA,,Other Residential,Nursing/Care Home/Hospice,Within same building,NW1 8PH,NW1,5065453.0,20400503,E09000007,CAMDEN,Camden,E05013664,KENTISH TOWN SOUTH,KENTISH TOWN SOUTH,528839.0,184637.0,528850,184650,51.5459301,-0.1433521,London,Kentish Town,432.0,Holloway,,,1.0,1.0,1,60,388,1.0
116538-03082023,03-Aug-23,2023,04:09:55,4,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,W9 3AB,W9,10033530642.0,8401128,E09000033,WESTMINSTER,Westminster,E05013804,QUEEN'S PARK,QUEEN'S PARK,524650.0,182338.0,524650,182350,51.526212,-0.204544651,London,North Kensington,248.0,North Kensington,252.0,North Kensington,1.0,2.0,2,60,388,1.0
